doy,hod,A(std),A(tuz),A(sox1),A(sox2),A(wue),A(cmax),A(pmax),A(cgn),A(pmax2),A(lcst),A(cap),A(mes),E(std),E(tuz),E(sox1),E(sox2),E(wue),E(cmax),E(pmax),E(cgn),E(pmax2),E(lcst),E(cap),E(mes),gs(std),gs(tuz),gs(sox1),gs(sox2),gs(wue),gs(cmax),gs(pmax),gs(cgn),gs(pmax2),gs(lcst),gs(cap),gs(mes),gb(std),gb(tuz),gb(sox1),gb(sox2),gb(wue),gb(cmax),gb(pmax),gb(cgn),gb(pmax2),gb(lcst),gb(cap),gb(mes),Ci(std),Ci(tuz),Ci(sox1),Ci(sox2),Ci(wue),Ci(cmax),Ci(pmax),Ci(cgn),Ci(pmax2),Ci(lcst),Ci(cap),Ci(mes),Tleaf(std),Tleaf(tuz),Tleaf(sox1),Tleaf(sox2),Tleaf(wue),Tleaf(cmax),Tleaf(pmax),Tleaf(cgn),Tleaf(pmax2),Tleaf(lcst),Tleaf(cap),Tleaf(mes),Pleaf(std),Pleaf(tuz),Pleaf(sox1),Pleaf(sox2),Pleaf(wue),Pleaf(cmax),Pleaf(pmax),Pleaf(cgn),Pleaf(pmax2),Pleaf(lcst),Pleaf(cap),Pleaf(mes),Rublim(std),Rublim(tuz),Rublim(sox1),Rublim(sox2),Rublim(wue),Rublim(cmax),Rublim(pmax),Rublim(cgn),Rublim(pmax2),Rublim(lcst),Rublim(cap),Rublim(mes),Ps(std),Ps(tuz),Ps(sox1),Ps(sox2),Ps(wue),Ps(cmax),Ps(pmax),Ps(cgn),Ps(pmax2),Ps(lcst),Ps(cap),Ps(mes)
[-],[h],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[mol m-2 s-1],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[Pa],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[degC],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[-],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa],[MPa]
75,15,5.539719248,5.850438309,5.262662538,5.102974786,5.251760386,4.113684508,5.114220747,5.114220747,5.237350744,5.143088418,4.475943384,4.467680961,5.280790874,7.486684188,4.274618318,3.55990327,4.032825593,1.8025397,3.592586647,3.592586647,3.982981088,3.677119751,5.051117472,4.805947668,0.161365058,0.23536405,0.128963531,0.106447826,0.121305154,0.052747101,0.107470976,0.107470976,0.119731184,0.110115597,0.153895512,0.145972258,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,32.29028223,33.77886076,31.2775006,30.158628,30.88433529,25.44465312,30.21272172,30.21272172,30.81388913,30.35362541,33.17460065,32.93235525,32.88779193,32.83720054,32.91086814,32.92725988,32.91641357,32.96756439,32.9265103,32.9265103,32.91755674,32.92457156,32.8930594,32.89868229,-3.542694474,-0.630759597,-6.265095128,-2.37102837,-3.335929868,-1.526739559,-2.37102837,-2.37102837,-1.233823033,-0.527377294,-0.561838062,-0.682450749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
75,15,3.499632769,3.932523999,3.516353165,3.343376219,3.274284755,2.331049518,3.335902592,3.234698464,3.477979272,3.385100879,2.900227597,2.84742795,4.393412903,7.915113893,4.683348193,3.677391071,3.413696497,1.425690673,3.647427649,3.274558254,4.284169423,3.849769628,5.501542024,4.950006357,0.081575695,0.151189863,0.087157812,0.067891972,0.062894172,0.025861731,0.067324468,0.060264593,0.079477032,0.071173014,0.103056232,0.092316875,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.0322741,33.68819612,31.43659415,30.03607508,29.59098719,23.60427232,29.98656442,29.33667854,30.89536984,30.30207129,33.40054335,32.97713644,35.80853528,35.72539388,35.8016904,35.82543934,35.83166473,35.87859818,35.82614673,35.83494955,35.81111433,35.82136978,35.78237423,35.79539505,-2.959212006,-0.712966609,-7.948963234,-2.513392309,-2.856330538,-1.295961597,-2.461951575,-2.221894815,-1.364549243,-0.592938229,-0.644378963,-0.747260432,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
75,15,4.608995673,4.994543547,4.478708638,4.290999245,4.393230521,3.314063161,4.29957182,4.265425465,4.431749894,4.385326429,3.646573814,3.633883665,4.767121496,7.475154911,4.378689188,3.515144227,3.8588945,1.667487544,3.543678347,3.438397282,4.000647249,3.828961871,4.997024679,4.75360073,0.118255536,0.19081955,0.108174136,0.086071863,0.094822654,0.040065828,0.086793967,0.084124025,0.098450244,0.094058009,0.124252162,0.117898988,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.59880713,33.61128887,31.22073797,29.89427143,30.44443462,24.73514747,29.94132774,29.75794448,30.65130969,30.40211972,33.17088435,32.94153539,34.16972908,34.10675569,34.17876179,34.19884291,34.19084925,34.24180885,34.19817937,34.20062761,34.18755289,34.19154531,34.16438284,34.17004349,-3.286101821,-0.726585974,-6.852360568,-2.449993311,-3.30316526,-1.528567607,-2.449993311,-2.381739555,-1.340869778,-0.64126878,-0.658332219,-0.777776291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,15,4.084889625,4.597647386,4.00120584,3.733272097,3.805863509,2.410951039,3.737967395,3.636464657,3.966088885,3.908994047,3.219913063,3.176091356,5.20818687,9.328367584,5.017013789,3.760724397,4.00960057,1.371428344,3.777937074,3.464782876,4.643297261,4.401708605,5.708756818,5.2605799,0.090836084,0.167793891,0.08737528,0.064897475,0.069316084,0.023259316,0.065200625,0.05965959,0.080645204,0.076313697,0.099933069,0.091782812,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.67548945,33.43609623,30.54929055,28.70580986,29.11514556,21.45901153,28.73406937,28.16478007,30.01366029,29.6937834,32.73600886,32.36170226,34.7582022,34.6618159,34.76267445,34.79206372,34.78624158,34.84795821,34.79166105,34.79898689,34.77141707,34.77706872,34.74649202,34.75697654,-3.610307162,-0.828966608,-10.52099995,-2.620627701,-3.439672772,-1.3067429,-2.603564262,-2.398802994,-1.511504168,-0.692459097,-0.709522536,-0.828966608,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,15,5.379062466,5.677740912,5.138624666,4.993435802,5.123435717,4.150045152,4.963128016,4.990645859,5.088343514,5.035239395,4.364724764,4.352120941,5.093811811,7.171209441,4.21613066,3.55024053,3.975236421,1.916621911,3.458584694,3.539114402,3.851970375,3.677119751,4.811029052,4.634836583,0.158977206,0.230017388,0.13007842,0.108596749,0.122279327,0.057438461,0.105686394,0.108258321,0.118300536,0.112678192,0.149592526,0.143785542,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,32.37197506,33.81457119,31.48623465,30.47391444,31.11212943,26.35264864,30.3182375,30.45447385,30.93832678,30.67526493,33.16508389,32.99618278,33.20242759,33.15468697,33.22259756,33.23790037,33.22813355,33.27544252,33.24000671,33.23815606,33.23096632,33.23498456,33.20892622,33.21297529,-3.404851403,-0.613529213,-6.110021673,-2.336567602,-3.284238716,-1.612891479,-2.28487645,-2.336567602,-1.199362265,-0.527377294,-0.544607678,-0.665220365,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
75,15,4.252143997,4.770252106,4.168568208,3.912955516,4.055271591,2.674844717,3.937397375,3.85143957,4.12454819,4.11415122,3.171865828,3.167322956,4.906510426,8.530224841,4.761517959,3.646802539,4.1120532,1.48039463,3.721810268,3.468751649,4.367670147,4.32751685,5.146330166,5.004381463,0.090823842,0.162498343,0.088039341,0.066846305,0.075648176,0.026689038,0.068262213,0.06349647,0.080510425,0.079745365,0.095441612,0.092706138,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.37597467,33.11812851,30.29584675,28.53706177,29.30790939,21.99305963,28.66828573,28.20265178,29.68413697,29.62770425,32.58238443,32.43132939,34.39064046,34.30613003,34.3940219,34.42001873,34.40916839,34.4705426,34.41826944,34.42417114,34.40320702,34.40414346,34.38504751,34.38835796,-3.577222021,-0.937577627,-10.30243067,-2.719757918,-3.728539215,-1.542846405,-2.73657094,-2.568440724,-1.59328547,-0.836699497,-0.819886476,-0.954390649,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45
75,15,3.301613043,3.775954779,3.372883385,3.192140207,3.12482992,2.345046327,3.20936067,3.047514637,3.332944169,3.255269352,2.622060142,2.589904011,3.99276276,7.547904382,4.538882615,3.527148643,3.279800496,1.557151164,3.596647716,3.02311466,4.142381021,3.786523673,5.176050548,4.699888773,0.071061917,0.138074415,0.081117089,0.062551954,0.058055768,0.027207501,0.063817684,0.053408161,0.073807272,0.067283927,0.092958367,0.084098687,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.47751499,33.4839683,31.24763547,29.76038883,29.31814027,24.23493741,29.87393873,28.80941662,30.68401801,30.17537416,33.40463768,32.9923918,36.01173135,35.92767816,35.9988196,36.02273973,36.02858772,36.06931582,36.02109659,36.03465646,36.00819397,36.0166074,35.98375522,35.99501298,-2.866888134,-0.839308846,-7.902043368,-2.579647735,-2.917577617,-1.548961597,-2.596544229,-2.22482136,-1.481375621,-0.737929881,-0.77172287,-0.873101834,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
75,15,4.485144564,4.990980857,4.351392205,4.093202178,4.258485613,2.946359,4.093424612,4.020976916,4.303030897,4.340471794,3.381448021,3.373969571,5.169490517,8.809744115,4.806901473,3.697811328,4.23339883,1.646584106,3.698624289,3.493932852,4.395781623,4.541107878,5.410506289,5.033844521,0.099171919,0.174119784,0.091946327,0.07010504,0.080605037,0.030714812,0.070122395,0.066133657,0.083805854,0.086677536,0.103997947,0.096464189,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.61698046,33.21708842,30.29077014,28.55215558,29.4219405,22.65948146,28.55210874,28.17123956,29.65701549,29.85447156,32.68624136,32.29525977,34.07838818,33.99374959,34.08681864,34.1126058,34.100153,34.16029835,34.1125869,34.11734613,34.09637748,34.09299854,34.07278438,34.08154205,-3.711712838,-0.906894822,-10.30134553,-2.697923194,-3.779298814,-1.616547573,-2.664130206,-2.528958253,-1.548961597,-0.805515858,-0.788619364,-0.906894822,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
75,15,6.586988909,6.752204939,6.230310689,6.177983236,6.386534425,5.507197097,6.187585279,6.264593816,6.266616801,6.208899437,5.181871173,5.287894458,4.63277756,5.579391329,3.504842943,3.174911716,3.801593349,1.982377325,3.199031413,3.411968682,3.417969376,3.255703221,4.047035975,4.076731847,0.220628753,0.270714694,0.163306805,0.147001199,0.178156289,0.089763744,0.14820245,0.158709107,0.159006426,0.15099042,0.190557097,0.192065429,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,32.9484424,33.72210892,31.65149407,31.04348367,32.00962392,28.01706237,31.08548937,31.44202041,31.45140256,31.18400587,33.44136152,33.38440341,31.29382295,31.272564,31.31915398,31.32656354,31.31248959,31.35334534,31.32602186,31.32123974,31.32110498,31.32474913,31.30697747,31.30631056,-3.183721188,-0.624205341,-4.787684452,-2.228168605,-3.251974943,-1.767455752,-2.228168605,-2.364676117,-1.187298827,-0.590078463,-0.590078463,-0.709522536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,7.003878648,7.218498481,6.536186968,6.432516134,6.785387189,5.6455395,6.448450017,6.580110737,6.55320684,6.463594846,5.397798972,5.516269299,5.352321555,6.661830249,3.823394784,3.373939574,4.407645256,2.093704335,3.411968682,3.752092861,3.677400271,3.446843091,4.52216691,4.415288368,0.221017339,0.281286226,0.153917605,0.134834746,0.179169717,0.081971208,0.136448735,0.15088578,0.1477016,0.137921673,0.184173805,0.179503097,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,32.63496723,33.58434197,30.95012047,30.1292478,31.6685959,26.81604718,30.19658596,30.76853941,30.65133853,30.26222209,33.09508303,32.86437237,30.45686823,30.42784997,30.49074872,30.5007085,30.47780193,30.52907807,30.49986578,30.49232875,30.49398391,30.49909298,30.47526417,30.47763256,-3.712687796,-0.675395658,-5.401968255,-2.347612678,-3.81506843,-1.852772947,-2.364676117,-2.586500823,-1.255552583,-0.607141902,-0.624205341,-0.743649413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,5.3291067,5.779714599,5.059572467,4.821622018,5.109066001,3.655271746,4.775690716,4.835102567,5.02055801,5.046126028,3.946578001,3.977475593,5.483547013,8.516894902,4.609673304,3.690734378,4.572271325,1.780074457,3.57103745,3.724000794,4.269195067,4.352568858,5.176050548,4.866904278,0.127237774,0.203573317,0.106060771,0.084166106,0.10516545,0.039877615,0.081357112,0.084965157,0.097910623,0.099902182,0.119744344,0.112258589,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.10147607,33.22100671,30.19218318,28.68862669,30.05125933,23.29651161,28.46383188,28.7456428,29.62859962,29.75070436,32.58392286,32.1934635,32.87491256,32.80536932,32.89494719,32.916015,32.89580468,32.95981923,32.9187592,32.91525233,32.90275308,32.90084163,32.8819623,32.88904986,-3.965160249,-0.889998328,-8.307559225,-2.6810267,-4.117228696,-1.717926538,-2.579647735,-2.6810267,-1.515168609,-0.788619364,-0.77172287,-0.889998328,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
75,17,4.980192439,5.437417845,4.788766166,4.547148827,4.802028404,3.381438163,4.552124092,4.552124092,4.780379484,4.750271367,3.664412394,3.697675291,5.036012757,8.01115298,4.480530505,3.531364812,4.318765172,1.635959507,3.545157323,3.545157323,4.242015752,4.140048125,4.913201206,4.672511685,0.11610015,0.190133381,0.102740789,0.080247318,0.098879916,0.036518388,0.080571445,0.080571445,0.09705144,0.094626311,0.113133171,0.107342381,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.95885068,33.20470272,30.37955893,28.80048034,30.07023184,23.16652468,28.82506909,28.82506909,29.96216867,29.81181635,32.68727537,32.36382611,33.38572117,33.31708195,33.39853665,33.42043478,33.40226873,33.46416352,33.42011657,33.42011657,33.40403941,33.4063919,33.38855454,33.39410747,-3.67810015,-0.903951584,-7.83091649,-2.63569281,-3.930295475,-1.660537556,-2.618879789,-2.618879789,-1.559659427,-0.819886476,-0.803073454,-0.920764605,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45
75,17,7.106458086,7.211602746,6.674355213,6.655948728,6.820547115,6.184490968,6.65422091,6.764039597,6.695697612,6.586332882,5.921064593,6.050129908,5.05787746,5.930550699,3.437256591,3.082252435,3.600703858,2.165563403,3.077941049,3.404687993,3.194382936,2.903927602,4.090422686,4.292454331,0.252362354,0.301177896,0.166087144,0.147907064,0.17454098,0.102111963,0.147692825,0.164409985,0.153626004,0.138875753,0.20019399,0.210921907,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,33.19282343,33.85680616,31.30763658,30.54723847,31.47526947,28.10257062,30.53714426,31.15162113,30.76698858,30.16657466,33.02612825,33.16394271,29.27322742,29.25422473,29.30851687,29.31624718,29.30495776,29.33620833,29.31634106,29.30922606,29.31380551,29.32013025,29.29429401,29.28989471,-3.370390635,-0.544607678,-4.507595972,-2.078111844,-2.956861422,-1.802425702,-2.043651076,-2.250415683,-1.027058427,-0.458455758,-0.492916526,-0.630759597,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
75,17,5.97446978,6.334502161,5.601798618,5.38951914,5.66614206,4.44045309,5.379300349,5.459053088,5.58490085,5.590057564,4.567863193,4.603535795,5.75292559,8.211036024,4.456501649,3.648500325,4.459991107,2.049249916,3.622175005,3.829483615,4.194002425,4.210853155,4.997024679,4.922660853,0.160319353,0.235470161,0.122359227,0.099262969,0.12246559,0.054773181,0.098524799,0.104406677,0.114815811,0.115299071,0.138051913,0.135882282,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.80145515,33.43043406,30.47016229,29.13537119,30.39129166,24.94167411,29.08657353,29.44796993,30.02054616,30.04401116,32.53580479,32.40980527,32.03346478,31.97771454,32.06286783,32.08119339,32.06278868,32.11746458,32.08179045,32.07708867,32.06882134,32.06843916,32.0506087,32.05229528,-4.036893136,-0.777776291,-7.142439031,-2.535310506,-3.866258747,-1.818646069,-2.501183628,-2.63769114,-1.392060095,-0.675395658,-0.658332219,-0.79483973,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,7.434557326,7.556625751,6.942987649,6.911769802,7.18687361,6.24972311,6.948034053,7.072302122,7.008349973,6.866593074,6.036707727,6.160143576,5.178819309,5.982561031,3.505293835,3.20500285,4.032825593,2.075379921,3.296402471,3.645884331,3.457899476,3.097286722,4.090422686,4.292454331,0.26870944,0.315725816,0.175708535,0.159680692,0.204343518,0.101110932,0.164550258,0.183286556,0.17317548,0.153992853,0.207506421,0.218660056,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,33.25358013,33.84192867,31.39990302,30.80683976,32.07698514,27.90525238,30.97086438,31.54268559,31.24740399,30.60057525,33.09600437,33.23483099,29.53146343,29.5138975,29.56803864,29.57460156,29.55650934,29.59928968,29.572604,29.56496601,29.56907446,29.57695571,29.55525054,29.5508351,-3.456542555,-0.544607678,-4.628208659,-2.147033379,-3.335929868,-1.733504166,-2.181494147,-2.405489138,-1.095979962,-0.475686142,-0.492916526,-0.630759597,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
75,17,5.795827231,6.140265288,5.4636278,5.271313518,5.546694329,4.256136053,5.266389628,5.315652058,5.439897189,5.425879865,4.468407922,4.500204381,5.49198218,7.825422992,4.356698757,3.581676113,4.425146608,1.892869227,3.569888645,3.700264125,4.06514996,4.019936923,4.997024679,4.922660853,0.156957493,0.229988803,0.122858425,0.100099518,0.124891653,0.051887903,0.099757076,0.103556433,0.114251042,0.112920949,0.141980088,0.139745022,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.8656448,33.47197591,30.68591945,29.40004433,30.69127218,24.79399104,29.37680197,29.60684809,30.18898066,30.1232587,32.79650839,32.67747209,32.32160602,32.2684439,32.34747086,32.36512799,32.34591144,32.4036036,32.36539654,32.36242623,32.35411314,32.35514321,32.3328825,32.33457671,-3.832131869,-0.743649413,-6.784106812,-2.501183628,-3.832131869,-1.699201996,-2.46705675,-2.552373945,-1.357933217,-0.658332219,-0.658332219,-0.79483973,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,4.891941848,5.34767504,4.668380397,4.406280985,4.565434032,3.246315648,4.381586939,4.381586939,4.587785409,4.591495815,3.841819982,3.807799663,5.755587227,9.296744886,4.937315863,3.824909887,4.335349645,1.746104611,3.752382525,3.752382525,4.41361145,4.42580402,5.740083475,5.289946272,0.11894632,0.198191766,0.101311358,0.077737073,0.088503489,0.03487336,0.076222593,0.076222593,0.090161493,0.090419996,0.118604737,0.108879664,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.24180933,33.46498939,30.46808626,28.80444361,29.60159493,23.0960617,28.67576522,28.67576522,29.71438023,29.73317828,32.68287474,32.27136263,33.63035199,33.54847711,33.64927119,33.67499106,33.66318921,33.72305498,33.67666796,33.67666796,33.66137973,33.66109782,33.63071045,33.64111805,-3.970879781,-0.781554254,-10.19520863,-2.599126866,-3.679382287,-1.536018358,-2.530539221,-2.530539221,-1.398843066,-0.644378963,-0.661525874,-0.781554254,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25
75,17,5.760822738,6.157090038,5.412314392,5.170642874,5.496932692,3.966001461,5.151010447,5.221526628,5.356956718,5.363025238,4.402961705,4.424136824,5.808790343,8.597597903,4.583451487,3.671004683,4.664570482,1.780455573,3.622175005,3.803734097,4.194002425,4.210853155,5.234345101,5.091654518,0.14974453,0.228424866,0.116625238,0.092520523,0.118795288,0.044006002,0.091245538,0.09600088,0.106283958,0.106729849,0.134111325,0.130258344,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,31.6210713,33.43054198,30.38029887,28.89378034,30.39881338,23.52982583,28.80274096,29.12667175,29.75103062,29.7791974,32.5860747,32.40375332,32.33231173,32.26880776,32.36021394,32.38099128,32.35836678,32.42404099,32.38210318,32.37796889,32.36908209,32.36869838,32.34539243,32.34864164,-4.088083453,-0.79483973,-7.671405639,-2.552373945,-4.071020014,-1.613884801,-2.501183628,-2.620627701,-1.392060095,-0.675395658,-0.675395658,-0.811903169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,5.615206699,5.697061235,5.463999059,5.382613014,5.374755486,5.034421533,5.414956883,5.414956883,5.342452538,5.298270603,4.99284482,4.977466147,3.916810834,4.785487559,3.214397781,2.581610524,2.553741334,1.712739027,2.710827087,2.710827087,2.439383385,2.299274909,3.809374031,3.907366485,0.188870371,0.234726151,0.152907259,0.121334022,0.119953454,0.079185764,0.127712912,0.127712912,0.114333636,0.107481475,0.183301906,0.188376122,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,33.01642271,33.87778217,32.07223486,30.70959767,30.63678827,27.68432499,31.01758909,31.01758909,30.33590647,29.93159365,33.44378081,33.57032083,29.66590656,29.64685966,29.68130791,29.69518262,29.69579369,29.71423379,29.69234937,29.69234937,29.69830114,29.70137321,29.66826226,29.66611364,-2.688881457,-0.573015024,-4.292844721,-1.869836386,-2.211105166,-1.562694484,-1.921026703,-1.921026703,-0.931347242,-0.504761268,-0.573015024,-0.692459097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
75,17,4.807715782,5.266028425,4.635066052,4.38929872,4.5803389,3.312668395,4.411534817,4.356056129,4.605217839,4.628238165,3.613636086,3.624620082,5.102429813,8.232212656,4.587461899,3.583232858,4.180774341,1.713431014,3.647729509,3.493932852,4.269195067,4.352568858,5.176050548,4.866904278,0.112487786,0.186883946,0.100652225,0.077903349,0.09138906,0.036626523,0.079349576,0.075897599,0.093397527,0.095294337,0.114186089,0.10706026,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,2.84,30.99169758,33.27945262,30.47556462,28.858967,29.83364651,23.5110662,28.97355921,28.69154644,29.96053681,30.07802645,32.80792707,32.46143436,33.67767147,33.60523696,33.68958969,33.71283119,33.69900191,33.75610517,33.7113385,33.71489791,33.69695554,33.69502597,33.67596762,33.68312238,-3.661023356,-0.873101834,-8.172387273,-2.613440723,-3.728609332,-1.667237055,-2.630337217,-2.528958253,-1.515168609,-0.788619364,-0.77172287,-0.889998328,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4
